instancia,artista,t_lineal,t_binaria
49,Artista_40,0.046875,0.0
49,Artista_81,0.046875,0.0
49,Artista_122,0.046875,0.0
49,Artista_162,0.046875,0.0
50,Artista_0,0.03125,0.0
50,Artista_40,0.046875,0.0
50,Artista_81,0.046875,0.0
50,Artista_122,0.046875,0.0
50,Artista_162,0.046875,0.0
51,Artista_0,0.03125,0.0
51,Artista_40,0.046875,0.0
51,Artista_81,0.046875,0.0
51,Artista_122,0.046875,0.0
51,Artista_162,0.046875,0.0
52,Artista_0,0.015625,0.0
52,Artista_40,0.046875,0.0
52,Artista_81,0.046875,0.0
52,Artista_122,0.046875,0.0
52,Artista_162,0.03125,0.0
53,Artista_0,0.015625,0.0
53,Artista_40,0.046875,0.0
53,Artista_81,0.03125,0.0
53,Artista_122,0.03125,0.0
53,Artista_162,0.03125,0.015625
54,Artista_0,0.015625,0.0
54,Artista_40,0.046875,0.0
54,Artista_81,0.03125,0.0
54,Artista_122,0.046875,0.0
54,Artista_162,0.03125,0.0
55,Artista_0,0.015625,0.015625
55,Artista_40,0.03125,0.015625
55,Artista_81,0.046875,0.0
55,Artista_122,0.046875,0.0
55,Artista_162,0.046875,0.0
56,Artista_0,0.03125,0.0
56,Artista_40,0.046875,0.0
56,Artista_81,0.046875,0.0
56,Artista_122,0.046875,0.0
56,Artista_162,0.046875,0.0
57,Artista_0,0.03125,0.0
57,Artista_40,0.046875,0.0
57,Artista_81,0.046875,0.0
57,Artista_122,0.046875,0.0
57,Artista_162,0.046875,0.0
58,Artista_0,0.03125,0.0
58,Artista_40,0.046875,0.0
58,Artista_81,0.046875,0.0
58,Artista_122,0.046875,0.0
58,Artista_162,0.03125,0.0
59,Artista_0,0.03125,0.0
59,Artista_40,0.0625,0.0
59,Artista_81,0.046875,0.0
59,Artista_122,0.046875,0.0
59,Artista_162,0.046875,0.0
60,Artista_0,0.03125,0.0
60,Artista_40,0.046875,0.0
60,Artista_81,0.046875,0.0
60,Artista_122,0.046875,0.0
60,Artista_162,0.046875,0.0
61,Artista_0,0.015625,0.0
61,Artista_40,0.046875,0.0
61,Artista_81,0.046875,0.0
61,Artista_122,0.046875,0.0
61,Artista_162,0.046875,0.0
62,Artista_0,0.03125,0.0
62,Artista_40,0.046875,0.0
62,Artista_81,0.046875,0.0
62,Artista_122,0.046875,0.015625
62,Artista_162,0.015625,0.0
63,Artista_0,0.03125,0.0
63,Artista_40,0.0625,0.0
63,Artista_81,0.0625,0.0
63,Artista_122,0.046875,0.0
63,Artista_162,0.0625,0.0
64,Artista_0,0.03125,0.0
64,Artista_40,0.046875,0.0
64,Artista_81,0.046875,0.0
64,Artista_122,0.046875,0.0
64,Artista_162,0.03125,0.0
65,Artista_0,0.015625,0.0
65,Artista_40,0.046875,0.0
65,Artista_81,0.046875,0.0
65,Artista_122,0.046875,0.0
65,Artista_162,0.046875,0.0
66,Artista_0,0.03125,0.0
66,Artista_40,0.046875,0.0
66,Artista_81,0.046875,0.0
66,Artista_122,0.046875,0.0
66,Artista_162,0.046875,0.0
67,Artista_0,0.03125,0.0
67,Artista_40,0.03125,0.0
67,Artista_81,0.046875,0.0
67,Artista_122,0.046875,0.0
67,Artista_162,0.046875,0.0
68,Artista_0,0.03125,0.0
68,Artista_40,0.046875,0.0
68,Artista_81,0.046875,0.0
68,Artista_122,0.046875,0.0
68,Artista_162,0.046875,0.0
69,Artista_0,0.015625,0.0
69,Artista_40,0.046875,0.0
69,Artista_81,0.046875,0.0
69,Artista_122,0.046875,0.0
69,Artista_162,0.046875,0.0
70,Artista_0,0.015625,0.015625
70,Artista_40,0.046875,0.0
70,Artista_81,0.046875,0.0
70,Artista_122,0.046875,0.0
70,Artista_162,0.03125,0.015625
71,Artista_0,0.015625,0.0
71,Artista_40,0.046875,0.0
71,Artista_81,0.0625,0.0
71,Artista_122,0.046875,0.0
71,Artista_162,0.046875,0.0
72,Artista_0,0.015625,0.0
72,Artista_40,0.046875,0.0
72,Artista_81,0.03125,0.0
72,Artista_122,0.046875,0.0
72,Artista_162,0.03125,0.0
73,Artista_0,0.015625,0.015625
73,Artista_40,0.03125,0.0
73,Artista_81,0.03125,0.0
73,Artista_122,0.03125,0.0
73,Artista_162,0.03125,0.0
74,Artista_0,0.03125,0.0
74,Artista_40,0.046875,0.0
74,Artista_81,0.046875,0.0
74,Artista_122,0.046875,0.0
74,Artista_162,0.046875,0.0
75,Artista_0,0.03125,0.0
75,Artista_40,0.046875,0.0
75,Artista_81,0.046875,0.0
75,Artista_122,0.046875,0.0
75,Artista_162,0.046875,0.0
76,Artista_0,0.03125,0.0
76,Artista_40,0.046875,0.0
76,Artista_81,0.046875,0.0
76,Artista_122,0.046875,0.0
76,Artista_162,0.046875,0.0
77,Artista_0,0.03125,0.0
77,Artista_40,0.046875,0.0
77,Artista_81,0.046875,0.0
77,Artista_122,0.046875,0.0
77,Artista_162,0.046875,0.0
78,Artista_0,0.03125,0.0
78,Artista_40,0.046875,0.0
78,Artista_81,0.046875,0.0
78,Artista_122,0.046875,0.0
78,Artista_162,0.046875,0.0
79,Artista_0,0.015625,0.0
79,Artista_40,0.046875,0.0
79,Artista_81,0.046875,0.0
79,Artista_122,0.046875,0.0
79,Artista_162,0.03125,0.0
80,Artista_0,0.015625,0.0
80,Artista_40,0.046875,0.0
80,Artista_81,0.046875,0.0
80,Artista_122,0.03125,0.0
80,Artista_162,0.03125,0.0
81,Artista_0,0.03125,0.0
81,Artista_40,0.046875,0.0
81,Artista_81,0.046875,0.0
81,Artista_122,0.046875,0.0
81,Artista_162,0.03125,0.0
82,Artista_0,0.03125,0.0
82,Artista_40,0.046875,0.0
82,Artista_81,0.046875,0.0
82,Artista_122,0.046875,0.0
82,Artista_162,0.046875,0.0
83,Artista_0,0.03125,0.0
83,Artista_40,0.046875,0.0
83,Artista_81,0.046875,0.0
83,Artista_122,0.046875,0.0
83,Artista_162,0.046875,0.0
84,Artista_0,0.03125,0.0
84,Artista_40,0.046875,0.0
84,Artista_81,0.046875,0.0
84,Artista_122,0.046875,0.0
84,Artista_162,0.046875,0.0
85,Artista_0,0.03125,0.0
85,Artista_40,0.046875,0.0
85,Artista_81,0.046875,0.0
85,Artista_122,0.046875,0.0
85,Artista_162,0.03125,0.0
86,Artista_0,0.03125,0.0
86,Artista_40,0.046875,0.0
86,Artista_81,0.046875,0.0
86,Artista_122,0.046875,0.0
86,Artista_162,0.046875,0.0
87,Artista_0,0.03125,0.0
87,Artista_40,0.046875,0.0
87,Artista_81,0.046875,0.0
87,Artista_122,0.046875,0.0
87,Artista_162,0.03125,0.0
88,Artista_0,0.015625,0.0
88,Artista_40,0.046875,0.0
88,Artista_81,0.0625,0.0
88,Artista_122,0.0625,0.0
88,Artista_162,0.046875,0.0
89,Artista_0,0.015625,0.0
89,Artista_40,0.046875,0.015625
89,Artista_81,0.03125,0.0
89,Artista_122,0.03125,0.0
89,Artista_162,0.03125,0.0
90,Artista_0,0.03125,0.0
90,Artista_40,0.046875,0.0
90,Artista_81,0.046875,0.0
90,Artista_122,0.046875,0.0
90,Artista_162,0.046875,0.0
91,Artista_0,0.03125,0.0
91,Artista_40,0.046875,0.0
91,Artista_81,0.046875,0.0
91,Artista_122,0.046875,0.0
91,Artista_162,0.046875,0.0
92,Artista_0,0.03125,0.0
92,Artista_40,0.046875,0.0
92,Artista_81,0.046875,0.0
92,Artista_122,0.046875,0.0
92,Artista_162,0.03125,0.0
93,Artista_0,0.015625,0.0
93,Artista_40,0.03125,0.0
93,Artista_81,0.046875,0.0
93,Artista_122,0.046875,0.0
93,Artista_162,0.03125,0.0
94,Artista_0,0.015625,0.0
94,Artista_40,0.046875,0.015625
94,Artista_81,0.03125,0.0
94,Artista_122,0.046875,0.0
94,Artista_162,0.03125,0.0
95,Artista_0,0.03125,0.0
95,Artista_40,0.046875,0.0
95,Artista_81,0.046875,0.0
95,Artista_122,0.046875,0.0
95,Artista_162,0.046875,0.0
96,Artista_0,0.03125,0.0
96,Artista_40,0.046875,0.0
96,Artista_81,0.0625,0.0
96,Artista_122,0.046875,0.015625
96,Artista_162,0.046875,0.0
97,Artista_0,0.03125,0.0
97,Artista_40,0.046875,0.0
97,Artista_81,0.046875,0.0
97,Artista_122,0.046875,0.0
97,Artista_162,0.046875,0.0
98,Artista_0,0.03125,0.0
98,Artista_40,0.046875,0.0
98,Artista_81,0.046875,0.0
98,Artista_122,0.046875,0.0
98,Artista_162,0.03125,0.0
99,Artista_0,0.015625,0.0
99,Artista_40,0.046875,0.0
99,Artista_81,0.046875,0.0
99,Artista_122,0.046875,0.0
99,Artista_162,0.03125,0.0
