instancia,artista,t_lineal,t_binaria
78,Artista_10,0.0,0.0
78,Artista_20,0.015625,0.0
78,Artista_30,0.0,0.0
78,Artista_39,0.015625,0.0
79,Artista_0,0.015625,0.0
79,Artista_10,0.0,0.0
79,Artista_20,0.015625,0.0
79,Artista_30,0.015625,0.0
79,Artista_39,0.0,0.0
80,Artista_0,0.015625,0.0
80,Artista_10,0.0,0.0
80,Artista_20,0.015625,0.0
80,Artista_30,0.015625,0.0
80,Artista_39,0.0,0.0
81,Artista_0,0.015625,0.0
81,Artista_10,0.015625,0.0
81,Artista_20,0.0,0.0
81,Artista_30,0.015625,0.0
81,Artista_39,0.0,0.0
82,Artista_0,0.015625,0.0
82,Artista_10,0.015625,0.0
82,Artista_20,0.0,0.0
82,Artista_30,0.015625,0.0
82,Artista_39,0.0,0.0
83,Artista_0,0.0,0.0
83,Artista_10,0.015625,0.0
83,Artista_20,0.0,0.0
83,Artista_30,0.015625,0.0
83,Artista_39,0.015625,0.0
84,Artista_0,0.0,0.0
84,Artista_10,0.015625,0.0
84,Artista_20,0.0,0.0
84,Artista_30,0.015625,0.0
84,Artista_39,0.015625,0.0
85,Artista_0,0.0,0.0
85,Artista_10,0.015625,0.0
85,Artista_20,0.015625,0.0
85,Artista_30,0.0,0.0
85,Artista_39,0.015625,0.0
86,Artista_0,0.015625,0.0
86,Artista_10,0.0,0.0
86,Artista_20,0.015625,0.0
86,Artista_30,0.0,0.0
86,Artista_39,0.0,0.0
87,Artista_0,0.015625,0.0
87,Artista_10,0.0,0.0
87,Artista_20,0.015625,0.0
87,Artista_30,0.015625,0.0
87,Artista_39,0.015625,0.0
88,Artista_0,0.0,0.0
88,Artista_10,0.015625,0.0
88,Artista_20,0.015625,0.0
88,Artista_30,0.0,0.0
88,Artista_39,0.015625,0.0
89,Artista_0,0.0,0.015625
89,Artista_10,0.0,0.0
89,Artista_20,0.015625,0.0
89,Artista_30,0.0,0.015625
89,Artista_39,0.0,0.0
90,Artista_0,0.015625,0.0
90,Artista_10,0.0,0.0
90,Artista_20,0.015625,0.0
90,Artista_30,0.0,0.0
90,Artista_39,0.015625,0.0
91,Artista_0,0.015625,0.0
91,Artista_10,0.0,0.0
91,Artista_20,0.015625,0.0
91,Artista_30,0.015625,0.0
91,Artista_39,0.0,0.0
92,Artista_0,0.015625,0.0
92,Artista_10,0.0,0.0
92,Artista_20,0.015625,0.0
92,Artista_30,0.015625,0.0
92,Artista_39,0.0,0.0
93,Artista_0,0.015625,0.0
93,Artista_10,0.015625,0.0
93,Artista_20,0.0,0.0
93,Artista_30,0.015625,0.0
93,Artista_39,0.015625,0.0
94,Artista_0,0.0,0.0
94,Artista_10,0.015625,0.0
94,Artista_20,0.0,0.0
94,Artista_30,0.015625,0.0
94,Artista_39,0.015625,0.0
95,Artista_0,0.0,0.0
95,Artista_10,0.015625,0.0
95,Artista_20,0.015625,0.0
95,Artista_30,0.0,0.0
95,Artista_39,0.015625,0.0
96,Artista_0,0.0,0.0
96,Artista_10,0.015625,0.0
96,Artista_20,0.015625,0.0
96,Artista_30,0.0,0.0
96,Artista_39,0.015625,0.0
97,Artista_0,0.0,0.015625
97,Artista_10,0.0,0.0
97,Artista_20,0.015625,0.0
97,Artista_30,0.0,0.0
97,Artista_39,0.015625,0.0
98,Artista_0,0.015625,0.0
98,Artista_10,0.0,0.0
98,Artista_20,0.015625,0.0
98,Artista_30,0.015625,0.0
98,Artista_39,0.0,0.0
99,Artista_0,0.015625,0.0
99,Artista_10,0.0,0.0
99,Artista_20,0.015625,0.0
99,Artista_30,0.015625,0.0
99,Artista_39,0.0,0.0
