instancia,artista,t_lineal,t_binaria
83,Artista_654,0.359375,0.0
84,Artista_0,0.28125,0.0
84,Artista_163,0.359375,0.0
84,Artista_327,0.28125,0.0
84,Artista_491,0.28125,0.0
84,Artista_654,0.28125,0.0
85,Artista_0,0.203125,0.0
85,Artista_163,0.34375,0.0
85,Artista_327,0.265625,0.0
85,Artista_491,0.28125,0.0
85,Artista_654,0.265625,0.0
86,Artista_0,0.234375,0.0
86,Artista_163,0.265625,0.015625
86,Artista_327,0.28125,0.0
86,Artista_491,0.25,0.0
86,Artista_654,0.25,0.0
87,Artista_0,0.109375,0.0
87,Artista_163,0.203125,0.0
87,Artista_327,0.203125,0.0
87,Artista_491,0.28125,0.0
87,Artista_654,0.3125,0.0
88,Artista_0,0.265625,0.0
88,Artista_163,0.28125,0.0
88,Artista_327,0.28125,0.0
88,Artista_491,0.265625,0.0
88,Artista_654,0.25,0.0
89,Artista_0,0.15625,0.0
89,Artista_163,0.390625,0.0
89,Artista_327,0.5,0.0
89,Artista_491,0.609375,0.0
89,Artista_654,0.578125,0.0
90,Artista_0,0.21875,0.0
90,Artista_163,0.28125,0.0
90,Artista_327,0.25,0.0
90,Artista_491,0.296875,0.0
90,Artista_654,0.296875,0.0
91,Artista_0,0.296875,0.0
91,Artista_163,0.40625,0.0
91,Artista_327,0.390625,0.0
91,Artista_491,0.34375,0.0
91,Artista_654,0.296875,0.0
92,Artista_0,0.28125,0.0
92,Artista_163,0.34375,0.0
92,Artista_327,0.296875,0.0
92,Artista_491,0.296875,0.0
92,Artista_654,0.3125,0.0
93,Artista_0,0.234375,0.0
93,Artista_163,0.296875,0.0
93,Artista_327,0.296875,0.0
93,Artista_491,0.296875,0.0
93,Artista_654,0.296875,0.0
94,Artista_0,0.25,0.0
94,Artista_163,0.3125,0.0
94,Artista_327,0.296875,0.0
94,Artista_491,0.296875,0.0
94,Artista_654,0.28125,0.015625
95,Artista_0,0.328125,0.0
95,Artista_163,0.40625,0.0
95,Artista_327,0.5,0.0
